Palabras;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
aguamarina;0;0;0;0;0;0;0;0
acuario;0;0;0;0;0;0;0;0
acuático;0;0;0;0;0;0;0;0
acueducto;0;0;0;0;0;0;0;0
acuoso;0;0;0;0;0;0;0;0
cultivable;0;0;0;0;0;0;0;0
árbitro;0;0;0;0;0;0;0;1
arbitrar;0;0;0;0;0;0;0;0
arbitraje;0;1;0;0;0;0;0;0
árbitro;0;0;0;0;0;0;0;1
cenador;0;0;0;0;0;0;0;0
arco;0;0;0;0;0;0;0;0
arcada;0;0;0;0;0;0;0;0
arco;0;0;0;0;0;0;0;0
arqueológico;0;0;0;0;0;0;0;0
arqueólogo;0;0;0;0;0;0;0;0
arqueología;0;1;0;0;0;0;0;0
arcaico;0;0;0;0;0;0;0;0
arzobispo;0;0;0;0;0;0;0;0
arqueado;0;0;0;0;0;0;0;0
arquero;0;0;0;0;0;0;0;0
tiro al arco;0;0;0;0;0;0;0;0
arquetipo;0;0;0;0;0;0;0;0
archipiélago;0;0;0;0;0;0;0;0
arquitecto;0;0;0;0;0;0;0;0
arquitectura;0;0;0;0;0;0;0;1
archivo;0;0;0;0;0;0;0;0
ártico;0;0;0;0;0;0;0;0
ardiente;0;1;0;0;1;0;0;0
ardor;0;0;0;0;0;0;0;0
arduo;0;0;0;0;0;0;0;0
zona;0;0;0;0;0;0;0;0
arena;0;0;0;0;0;0;0;0
areola;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
discutir;1;0;0;0;0;0;0;0
argumento;1;0;0;0;0;0;0;0
argumentación;1;0;0;0;0;0;0;0
discutidor;0;0;0;0;0;0;0;0
argumentos;1;0;0;0;0;0;0;0
árido;0;0;0;0;0;1;0;0
aristocracia;0;0;0;0;0;0;0;0
aristócrata;0;0;0;0;0;0;0;0
aristocrático;0;0;0;0;0;0;0;0
aritmética;0;0;0;0;0;0;0;0
arca;0;0;0;0;0;0;0;0
brazo;0;0;0;0;0;0;0;0
armada;0;0;0;0;0;0;0;0
armamento;1;0;0;1;0;0;0;0
armamento;0;0;0;1;0;0;0;0
armadura;0;0;0;0;0;0;0;0
armado;1;0;0;1;0;0;0;0
armadura;0;0;0;1;0;0;0;1
blindado;0;0;0;1;0;0;0;0
arsenal;0;0;0;0;0;0;0;1
brazos;0;0;0;0;0;0;0;0
Ejército;0;0;0;0;0;0;0;0
aroma;0;0;0;0;0;0;0;0
excitación;0;0;0;0;0;0;0;0
despertar;0;1;0;0;0;0;0;0
acusación;1;0;0;1;0;1;0;0
organizar;0;0;0;0;0;0;0;0
arreglado;0;0;0;0;0;0;0;0
arreglo;0;0;0;0;0;0;0;0
formación;0;0;0;0;0;0;0;0
atrasos;0;0;0;0;0;0;0;0
arrestar;0;0;0;0;0;0;0;0
llegada;0;1;0;0;0;0;0;0
llegar;0;1;0;0;0;0;0;0
arrogancia;0;0;0;0;0;0;0;0
arrogante;1;0;1;0;0;0;0;0
flecha;0;0;0;0;0;0;0;0
arsenal;0;0;0;0;0;0;0;0
arsénico;0;0;1;1;0;1;0;0
incendio provocado;1;0;0;1;0;0;0;0
art;0;1;0;0;1;1;1;0
artería;0;0;0;0;0;0;0;0
ingenioso;0;0;0;0;0;0;0;0
artrópodo;0;0;0;0;0;0;0;0
alcachofa;0;0;0;0;0;0;0;0
artículo;0;0;0;0;0;0;0;0
artículos;0;0;0;0;0;0;0;0
articular;0;0;0;0;0;0;0;0
articulación;0;0;0;0;0;0;0;0
artificio;0;0;0;0;0;0;0;0
artillería;0;0;0;1;0;0;0;0
artesano;0;0;0;0;0;0;0;0
artista;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
artístico;0;0;0;0;0;0;0;0
artistas;0;0;0;0;0;0;0;0
ascender;0;0;0;0;0;0;0;0
ascendencia;0;0;0;0;0;0;0;0
ascensión;0;0;0;0;0;0;0;0
ascenso;0;0;0;0;0;0;0;0
cerciorarse;0;0;0;0;0;0;0;0
averiguado;0;0;0;0;0;0;0;0
ascético;0;0;0;0;0;0;0;0
ceniza;0;0;0;0;0;0;0;0
avergonzado;0;0;1;0;0;1;0;0
despojos mortales;0;0;0;0;0;1;0;0
dormido;0;0;0;0;0;0;0;0
áspid;0;0;0;1;0;0;0;0
aspartamo;0;0;0;0;0;0;0;0
aspecto;0;0;0;0;0;0;0;0
aspectos;0;0;0;0;0;0;0;0
asfalto;0;0;0;0;0;0;0;0
aspiración;0;1;0;0;1;0;1;1
aspirar;0;1;0;0;1;0;0;0
ambicioso;0;1;0;0;1;0;0;1
culo;0;0;0;0;0;0;0;0
atacar;1;0;0;1;0;0;1;0
agresor;1;0;0;1;0;1;0;0
asesino;1;0;0;1;0;1;0;0
asesinar;1;0;0;1;0;0;0;0
asesinato;1;0;0;1;0;1;0;0
asalto;1;0;0;1;0;0;0;0
ensayo;0;0;0;0;0;0;0;0
montaje;0;0;0;0;0;0;0;0
armar;0;0;0;0;0;0;0;0
ensamblado;0;0;0;0;0;0;0;0
montaje;0;0;0;0;0;0;0;1
asentir;0;0;0;0;0;0;0;0
afirmar;0;0;0;0;0;0;0;0
afirmando;0;0;0;0;0;0;0;1
afirmación;0;0;0;0;0;0;0;0
evaluar;0;0;0;0;0;0;0;0
evaluación;0;0;0;0;0;0;1;1
asesor;0;0;0;0;0;0;0;1
bienes;0;0;0;0;0;0;0;0
Estúpido;1;0;1;0;0;0;0;0
asignar;0;0;0;0;0;0;0;0
cesionario;0;0;0;0;0;0;0;1
asignación;0;0;0;0;0;0;0;0
asimilar;0;0;0;0;0;0;0;0
asimilación;0;0;0;0;0;0;0;0
ayudar;0;0;0;0;0;0;0;1
asistencia;0;0;0;0;0;0;0;0
asistente;0;0;0;0;0;0;0;0
asociar;0;0;0;0;0;0;0;1
asociación;0;0;0;0;0;0;0;1
clasificado;0;0;0;0;0;0;0;0
surtido;0;0;0;0;0;0;0;0
calmar;0;0;0;0;0;0;0;0
ficticio;0;0;0;0;0;0;0;0
asumiendo;0;0;0;0;0;0;0;0
suposición;0;0;0;0;0;0;0;0
garantía;0;0;0;0;0;0;0;1
asegurar;0;0;0;0;0;0;0;1
seguro;0;0;0;0;0;0;0;1
ciertamente;0;0;0;0;0;0;0;1
asterisco;0;0;0;0;0;0;0;0
asteroides;0;0;0;0;0;0;0;0
astigmatismo;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;1;0
asombro;0;0;0;0;1;0;1;0
astral;0;0;0;0;0;0;0;0
por mal camino;0;0;0;1;0;0;0;0
astringente;0;0;0;0;0;0;0;0
astrólogo;0;1;0;0;0;0;0;0
astrología;0;0;0;0;0;0;0;0
astronauta;0;0;0;0;0;0;0;0
astrónomo;0;1;0;0;0;0;0;0
astronomía;0;0;0;0;0;0;0;0
astuto;0;0;0;0;0;0;0;0
en pedazos;0;0;0;0;0;0;0;0
asilo;0;0;0;1;0;0;0;0
asimétrico;0;0;0;0;0;0;0;0
asimetría;0;0;1;0;0;0;0;0
asintótico;0;0;0;0;0;0;0;0
taller;0;0;0;0;0;0;0;0
ateísmo;0;0;0;0;0;0;0;0
ateo;0;0;0;0;0;0;0;0
ateo;0;0;0;0;0;0;0;0
aterosclerosis;0;0;0;1;0;1;0;0
atleta;0;0;0;0;0;0;0;0
atlético;0;0;0;0;0;0;0;0
atletismo;0;0;0;0;0;0;0;0
atletismo;0;0;0;0;0;0;0;0
atlas;0;0;0;0;0;0;0;0
atmósfera;0;0;0;0;0;0;0;0
atmosférico;0;0;0;0;0;0;0;0
atolón;0;0;0;0;0;0;0;0
átomo;0;0;0;0;0;0;0;0
atómico;0;0;0;0;0;0;0;0
expiar;0;1;0;0;1;0;0;1
expiación;0;0;0;0;0;0;0;0
atrio;0;0;0;0;0;0;0;0
atroz;1;0;1;0;0;0;0;0
atrocidad;1;0;1;1;0;1;0;0
atrofia;0;0;1;1;0;1;0;0
adjuntar;0;0;0;0;0;0;0;0
adjunto archivo;0;0;0;0;0;0;0;0
ataque;1;0;0;1;0;0;0;0
agresor;1;0;1;1;0;1;1;0
alcanzar;0;0;0;0;0;0;0;0
alcanzable;0;1;0;0;0;0;0;0
logro;0;0;0;0;0;0;0;0
intento;0;1;0;0;0;0;0;0
asistencia;0;1;0;0;0;0;0;0
asistente;0;0;0;0;0;0;0;1
atención;0;0;0;0;0;0;0;0
atento;0;0;0;0;0;0;0;1
atenuar;0;0;0;0;0;0;0;0
atenuado;0;0;0;0;0;0;0;0
atenuación;0;0;0;0;0;1;0;0
dar fe;0;0;0;0;0;0;0;1
atestación;0;0;0;0;0;0;0;1
ático;0;0;0;0;0;0;0;0
atuendo;0;0;0;0;0;0;0;0
actitud;0;0;0;0;0;0;0;0
abogado;1;0;0;1;0;0;0;1
atracción;0;0;0;0;0;0;0;0
atractivo;0;0;0;0;0;0;0;0
atribuible;0;0;0;0;0;0;0;0
atributo;0;0;0;0;0;0;0;0
atribución;0;0;0;0;0;0;0;0
desgaste;0;0;0;0;0;0;0;0
castaño;0;0;0;0;0;0;0;0
subasta;0;1;0;0;0;0;0;0
subastador;0;0;0;0;0;0;0;0
audaz;0;0;0;0;0;0;0;0
audacia;0;0;0;0;0;0;0;0
audible;0;0;0;0;0;0;0;0
audiencia;0;1;0;0;0;0;0;0
auditoría;0;0;0;0;0;0;0;0
audición;0;0;0;0;0;0;0;0
auditor;0;0;0;1;0;0;0;1
sala;0;0;0;0;0;0;0;0
auditivo;0;0;0;0;0;0;0;0
algo;0;0;0;0;0;0;0;0
aumentar;0;0;0;0;0;0;0;0
aumento;0;0;0;0;0;0;0;0
agosto;0;0;0;0;0;0;0;0
tía;0;0;0;0;0;0;0;1
aura;0;0;0;0;0;0;0;0
Aurora;0;0;0;0;0;0;0;0
auspicios;0;0;0;0;0;0;0;0
propicio;0;1;0;0;1;0;0;0
austero;0;0;0;1;0;1;0;0
austeridad;0;0;0;0;0;0;0;0
auténtico;0;0;0;0;1;0;0;1
autenticar;0;0;0;0;0;0;0;1
autenticación;0;0;0;0;0;0;0;1
autenticidad;0;0;0;0;0;0;0;1
autor;0;0;0;0;0;0;0;1
autoritario;0;0;0;0;0;0;0;1
autoridad;0;0;0;0;0;0;0;1
autorización;0;0;0;0;0;0;0;1
autorizar;0;0;0;0;0;0;0;1
autorizado;0;0;0;0;0;0;0;0
paternidad literaria;0;0;0;0;0;0;0;0
auto;0;0;0;0;0;0;0;0
autobiografía;0;0;0;0;0;0;0;0
autocrático;0;0;0;0;0;0;0;0
autógrafo;0;0;0;0;0;0;0;0
automático;0;0;0;0;0;0;0;1
automóvil;0;0;0;0;0;0;0;0
autonomía;0;0;0;0;0;0;0;0
autopsia;0;0;1;1;0;1;0;0
otoño;0;0;0;0;0;0;0;0
auxiliar;0;0;0;0;0;0;0;0
aprovechar;0;0;0;0;0;0;0;0
avalancha;0;0;0;1;0;1;1;0
avaricia;1;0;1;0;0;0;0;0
avatar;0;0;0;0;0;0;0;0
vengador;1;0;0;0;0;0;0;0
avenida;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
promedio;0;0;0;0;0;0;0;0
contrario;1;0;1;1;0;0;0;0
aversión;1;0;1;1;0;0;0;0
evitar;0;0;0;0;0;0;0;0
pajarera;0;0;0;0;0;0;0;0
aviación;0;0;0;0;0;0;0;0
aviador;0;0;0;0;0;0;0;0
ávido;0;0;0;0;0;0;0;0
aguacate;0;0;0;0;0;0;0;0
evitar;0;0;0;1;0;0;0;0
evitación;0;0;0;1;0;0;0;0
evitar;0;0;0;1;0;0;0;0
esperar;0;1;0;0;0;0;0;0
despierto;0;0;0;0;0;0;0;0
despertar;0;0;0;0;0;0;0;0
premio;0;1;0;0;1;0;1;1
NO TRANSLATION;0;0;0;0;0;0;0;0
horrible;1;0;1;1;0;1;0;0
torpeza;0;0;1;0;0;0;0;0
toldo;0;0;0;0;0;0;0;0
torcido;0;0;0;0;0;0;0;0
axial;0;0;0;0;0;0;0;0
axioma;0;0;0;0;0;0;0;1
axiomático;0;0;0;0;0;0;0;1
eje;0;0;0;0;0;0;0;0
eje;0;0;0;0;0;0;0;0
sí;0;0;0;0;0;0;0;0
sí;0;0;0;0;0;0;0;0
azimut;0;0;0;0;0;0;0;0
azur;0;0;0;0;0;0;0;0
balbucear;0;0;0;0;0;0;0;0
balbuceo;0;0;0;0;0;0;0;0
babuino;0;0;1;0;0;0;0;0
bebé;0;0;0;0;1;0;0;0
niñera;0;0;0;0;0;0;0;1
bachillerato;0;0;0;0;0;0;0;0
bacará;0;0;0;0;0;0;0;0
soltero;0;0;0;0;0;0;0;0
espalda;0;0;0;0;0;0;0;0
columna vertebral;1;0;0;0;0;0;0;1
partidario;0;0;0;0;0;0;0;1
petardeo;0;0;0;0;0;0;0;0
chaquete;0;0;0;0;0;0;0;0
fondo;0;0;0;0;0;0;0;0
retroexcavadora;0;0;0;0;0;0;0;0
mochilero;0;0;0;0;0;0;0;0
volver hacia atrás;0;0;0;0;0;0;0;0
hacia atrás;0;0;0;0;0;0;0;0
hacia atrás;0;0;1;0;0;0;0;0
remanso;0;0;0;0;0;1;0;0
bacteria;0;0;1;1;0;1;0;0
NO TRANSLATION;0;0;1;1;0;0;0;0
malo;1;0;1;1;0;1;0;0
distintivo;0;0;0;0;0;0;0;1
tejón;1;0;0;0;0;0;0;0
mal;0;0;0;0;0;1;0;0
maldad;1;0;1;1;0;0;0;0
deflector;0;0;0;0;0;0;0;0
bolso;0;0;0;0;0;0;0;0
equipaje;0;0;0;0;0;0;0;0
holgado;0;0;0;0;0;0;0;0
gaita;0;0;0;0;0;0;0;0
fianza;0;0;0;0;0;0;0;0
alguacil;0;0;0;1;0;0;0;1
cebo;0;0;0;1;0;0;0;1
hornear;0;0;0;0;0;0;0;0
panadería;0;0;0;0;0;0;0;0
horneando;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
equilibrar;0;0;0;0;0;0;0;0
equilibrado;0;0;0;0;0;0;0;0
balcón;0;0;0;0;0;0;0;0
calvo;0;0;0;0;0;0;0;0
bala;0;0;0;1;0;0;0;0
obstáculo;0;0;0;0;0;0;0;0
pelota;0;0;0;0;0;0;0;0
balada;0;0;0;0;0;0;0;0
lastre;0;0;0;0;0;0;0;0
ballet;0;0;0;0;0;0;0;0
globo;0;0;0;0;0;0;0;0
votación;0;1;0;0;0;0;0;1
salón de baile;0;0;0;0;0;0;0;0
bálsamo;0;1;0;0;1;0;0;0
balsámico;0;0;0;0;0;0;0;0
bálsamo;0;0;0;0;0;0;0;0
balsámico;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
plátano;0;0;0;0;0;0;0;0
banda;0;0;0;0;0;0;0;0
vendaje;0;0;0;0;0;0;0;0
bandido;0;0;0;0;0;0;0;0
carro;0;0;0;0;0;0;0;0
perdición;1;0;1;1;0;0;0;0
explosión;1;0;1;1;0;1;1;0
petardo;1;1;0;1;0;0;1;0
desterrar;1;0;1;1;0;1;0;0
alejado;1;0;0;1;0;1;0;0
destierro;1;0;1;0;0;1;0;0
banjo;0;0;0;0;0;0;0;0
banco;0;0;0;0;0;0;0;1
banquero;0;0;0;0;0;0;0;1
arruinado;0;0;0;1;0;1;0;0
bancarrota;1;0;1;1;0;1;0;0
bandera;0;0;0;0;0;0;0;0
banquete;0;1;0;0;1;0;0;0
Banshee;1;0;1;1;0;1;0;0
broma;0;0;0;0;0;0;0;0
bautismo;0;0;0;0;0;0;0;0
bautismal;0;0;0;0;1;0;0;0
bar;0;0;0;0;0;0;0;0
lengüeta;1;0;0;0;0;0;0;0
bárbaro;0;0;0;1;0;0;0;0
bárbaro;1;0;1;1;0;0;0;0
barbarie;0;0;0;0;0;0;0;0
parilla;0;0;0;0;0;0;0;0
mordaz;0;0;0;0;0;0;0;0
bardo;0;0;0;0;0;0;0;0
a pelo;0;0;0;0;0;0;0;0
descalzo;0;0;0;0;0;0;0;0
apenas;0;0;0;0;0;0;0;0
Barf;0;0;1;0;0;0;0;0
negociar;0;0;0;0;0;0;0;1
barcaza;0;0;0;0;0;0;0;0
barítono;0;0;0;0;0;0;0;0
ladrar;1;0;0;0;0;0;0;0
granero;0;0;0;0;0;0;0;0
barney;0;0;0;0;0;0;0;0
barómetro;0;0;0;0;0;0;0;0
barón;0;0;0;0;0;0;0;0
barroco;0;0;0;0;0;0;0;0
barraca;0;0;0;0;0;0;0;0
prohibido;0;0;0;0;0;0;0;0
barril;0;0;0;0;0;0;0;0
estéril;0;0;0;0;0;1;0;0
barricada;0;0;0;1;0;0;0;0
barrera;1;0;0;0;0;0;0;0
excepto;0;0;0;0;0;0;0;0
abogado;0;0;0;0;0;0;0;0
carretilla;0;0;1;0;0;0;0;0
barman;0;0;0;0;0;0;0;1
permuta;0;0;0;0;0;0;0;1
base;0;0;0;0;0;0;0;1
béisbol;0;0;0;0;0;0;0;0
zócalo;0;0;0;0;0;0;0;0
infundado;0;0;0;0;0;0;0;0
sótano;0;0;0;0;0;0;0;0
basílica;0;0;0;0;0;0;0;0
cuenca;0;0;0;0;0;0;0;0
base;0;0;0;0;0;0;0;0
disfrutar;0;0;0;0;0;0;0;0
cesta;0;0;0;0;0;0;0;0
baloncesto;0;1;0;0;1;0;0;0
bajo;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
fagot;0;0;0;0;0;0;0;0
Bastardo;0;0;1;0;0;1;0;0
bastión;1;0;0;0;0;0;0;0
murciélago;0;0;0;0;0;0;0;0
lote;0;0;0;0;0;0;0;0
dosificación;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
bañera;0;0;0;0;0;0;0;0
bañarse;0;0;0;0;0;0;0;0
baño;0;0;0;0;0;0;0;0
batimetría;0;0;0;0;0;0;0;0
batuta;0;0;0;0;0;0;0;0
batallón;1;0;0;0;0;0;0;0
masa;1;0;0;1;0;0;0;0
abollado;0;0;0;1;0;1;0;0
batería;1;0;0;0;0;0;0;0
batalla;1;0;0;0;0;0;0;0
combatido;1;0;0;1;0;1;0;0
campo de batalla;0;0;0;1;0;0;0;0
obsceno;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
bayoneta;1;0;0;1;0;0;0;0
brazo pantanoso;0;0;0;0;0;0;0;0
bazar;0;0;0;0;0;0;0;0
playa;0;0;0;0;1;0;0;0
Faro;0;0;0;0;0;0;0;0
talón;0;0;0;0;0;0;0;0
cuentas;0;0;0;0;0;0;0;0
rosario;0;0;0;0;0;0;0;0
beagle;0;0;0;0;0;0;0;0
pico;0;0;0;0;0;0;0;0
cubilete;0;0;0;0;0;0;0;0
haz;0;0;0;0;1;0;0;0
radiante;0;1;0;0;1;0;0;0
oso;1;0;0;1;0;0;0;0
barba;0;0;0;0;0;0;0;0
barbado;0;0;0;0;0;0;0;0
portador;0;0;0;0;0;0;0;0
cojinete;0;0;0;0;0;0;0;0
aspectos;0;0;0;0;0;0;0;0
osuno;1;0;0;1;0;0;0;0
bestia;1;0;0;1;0;0;0;0
bestial;0;0;1;1;0;0;0;0
golpear;0;0;0;0;0;0;0;0
paliza;1;0;0;1;0;1;0;0
galán;0;0;0;0;0;0;0;0
embellecimiento;0;0;0;0;1;0;0;1
hermosa;0;0;0;0;1;0;0;0
embellecer;0;0;0;0;1;0;0;0
belleza;0;0;0;0;1;0;0;0
arroyo;0;0;0;0;0;0;0;0
llamar;0;0;0;0;0;0;0;0
cama;0;0;0;0;0;0;0;0
lecho;0;0;0;0;0;0;0;0
base;0;0;0;0;0;0;0;1
Cuarto;0;0;0;0;0;0;0;0
hora de acostarse;0;0;0;0;0;0;0;0
abeja;1;0;0;1;0;0;0;0
carne de vaca;0;0;0;0;0;0;0;0
Colmena;0;0;0;0;0;0;0;0
cerveza;0;0;0;0;1;0;0;0
cera de abejas;0;0;0;0;0;0;0;0
escarabajo;0;0;0;0;0;0;0;0
acontecer;0;0;0;0;0;0;0;0
propio;0;0;0;0;0;0;0;0
ofrecer amistad;0;0;0;0;1;0;0;1
mendigar;0;0;0;0;0;1;0;0
mendigo;0;0;0;0;0;1;0;0
mendicidad;0;0;0;0;0;0;0;0
empezar;0;0;0;0;0;0;0;0
principiante;0;0;0;0;0;0;0;0
comenzando;0;0;0;0;0;0;0;0
comenzado;0;1;0;0;0;0;0;0
comportamiento;0;0;0;0;0;0;0;0
gigante;0;0;0;1;0;0;0;0
petición;0;0;0;0;0;0;0;0
Mirad;0;0;0;0;0;0;0;0
agradecido;0;0;0;0;0;0;0;0
espectador;0;0;0;0;0;0;0;0
tardío;0;0;0;0;0;0;0;0
amarrar;0;0;0;0;0;0;0;0
creencia;0;0;0;0;0;0;0;0
creído;0;0;0;0;0;0;0;1
creyente;0;0;0;0;0;0;0;1
creyendo;0;0;0;0;0;0;0;1
empequeñecer;1;0;1;1;0;1;0;0
campana;0;0;0;0;0;0;0;0
beligerante;1;0;0;1;0;0;0;0
bramido;0;0;0;0;0;0;0;0
fuelle;1;0;0;0;0;0;0;0
vientre;0;0;0;0;0;0;0;0
pertenencias;0;0;0;0;0;0;0;0
cinturón;1;0;0;1;0;0;0;0
perplejo;0;0;0;0;0;0;0;0
banco;0;0;0;0;0;0;0;0
curva;0;0;0;0;0;0;0;0
juerga;0;0;0;0;0;0;0;0
flexión;0;0;0;0;0;0;0;0
debajo;0;0;0;0;0;0;0;0
benefactor;0;0;0;0;0;0;0;1
beneficioso;0;0;0;0;0;0;0;0
beneficiario;0;0;0;0;0;0;0;0
beneficio;0;0;0;0;0;0;0;0
benevolencia;0;0;0;0;1;0;0;1
benigno;0;0;0;0;1;0;0;0
doblado;0;0;0;0;0;0;0;0
benceno;0;0;0;0;0;0;0;0
legar;0;0;0;0;0;0;0;0
legado;0;0;0;0;0;0;0;1
afligido;0;0;0;0;0;1;0;0
duelo;0;0;0;0;0;1;0;0
privado;0;0;0;0;0;0;0;0
bergamota;0;0;0;0;0;0;0;0
Berlina;0;0;0;0;0;0;0;0
enloquecido;1;0;0;0;0;0;0;0
atracar;0;0;0;0;0;0;0;0
implorar;0;0;0;0;0;0;0;0
acosar;0;0;0;0;0;0;0;0
bestial;0;0;1;1;0;0;0;0
otorgar;0;0;0;0;0;0;0;0
apuesta;0;0;0;0;0;0;0;0
traicionar;1;0;1;0;0;1;1;0
traición;1;0;1;0;0;1;0;0
prometido;0;1;0;0;1;0;0;1
mejoramiento;0;0;0;0;0;0;0;0
apuesta;0;0;0;0;0;0;0;0
betty;0;0;0;0;0;0;0;0
bisel;0;0;0;0;0;0;0;0
bebida;0;0;0;0;0;0;0;0
grupo;0;0;0;0;0;0;0;0
tener cuidado;0;1;0;1;0;0;0;0
desconcertado;0;0;0;1;0;0;1;0
desconcierto;0;0;0;1;0;0;1;0
parcialidad;1;0;0;0;0;0;0;0
parcial;0;0;0;0;0;0;0;0
babero;0;0;0;0;0;0;0;0
bíblico;0;0;0;0;0;0;0;0
bibliografía;0;0;0;0;0;0;0;0
dimes y diretes;1;0;1;0;0;0;0;0
bicolor;0;0;0;0;0;0;0;0
bicicleta;0;0;0;0;0;0;0;0
oferta;0;0;0;0;0;0;0;0
licitador;0;0;0;0;0;0;0;0
ofertas;0;0;0;0;0;0;0;0
bienal;0;1;0;0;0;0;0;0
NO TRANSLATION;0;0;0;1;0;1;0;0
bifurcación;0;0;0;0;0;0;0;0
grande;0;0;0;0;0;0;0;0
fanático;1;0;1;1;0;0;0;0
fanático;1;0;1;1;0;1;0;0
bicicleta;0;0;0;0;0;0;0;0
bilateral;0;0;0;0;0;0;0;0
bicapa;0;0;0;0;0;0;0;0
bilis;1;0;1;0;0;0;0;0
sentina;0;0;0;0;0;0;0;0
bilingüe;0;0;0;0;0;0;0;0
cuenta;0;0;0;0;0;0;0;0
palanquilla;0;0;0;0;0;0;0;0
billar;0;0;0;0;0;0;0;0
mil millones;0;0;0;0;0;0;0;0
porra;0;0;0;0;0;0;0;0
bimensual;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
binario;0;0;0;0;0;0;0;0
enlazar;0;0;0;0;0;0;0;0
taller de encuadernación;0;0;0;0;0;0;0;0
Unión;0;0;0;0;0;0;0;0
bing;0;0;0;0;0;0;0;0
binocular;0;0;0;0;0;0;0;0
prismáticos;0;0;0;0;0;0;0;0
binomio;0;0;0;0;0;0;0;0
biogénesis;0;0;0;0;0;0;0;0
biógrafo;0;0;0;0;0;0;0;0
biografía;0;0;0;0;0;0;0;0
biología;0;0;0;0;0;0;0;0
biopsia;0;0;0;1;0;0;0;0
biosfera;0;0;0;0;0;0;0;0
bipartito;0;0;0;0;0;0;0;0
abedul;1;0;1;1;0;0;0;0
pájaro;0;0;0;0;0;0;0;0
nacimiento;0;1;0;1;1;0;0;1
cumpleaños;0;1;0;0;1;0;1;0
lugar de nacimiento;1;0;0;0;0;0;0;0
patrimonio;0;0;0;0;0;0;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
bisexual;0;0;0;0;0;0;0;0
obispo;0;0;0;0;0;0;0;0
bisonte;0;0;0;0;0;0;0;0
poco;0;0;0;0;0;0;0;0
perra;1;0;1;1;0;1;0;0
mordedura;0;0;0;0;0;0;0;0
amargamente;1;0;1;0;0;1;0;0
amargura;1;0;1;0;0;1;0;0
betún;0;0;0;0;0;0;0;0
quincenal;0;0;0;0;0;0;0;0
extraño;0;0;0;0;0;0;1;0
negro;0;0;0;0;0;1;0;0
Mora;0;0;0;0;0;0;0;0
pizarra;0;0;0;0;0;0;0;0
veintiuna;0;0;0;0;0;0;0;0
chantaje;1;0;0;1;0;0;0;0
negrura;0;0;0;1;0;1;0;0
herrero;0;0;0;0;0;0;0;0
vejiga;0;0;0;0;0;0;0;0
espada;0;0;0;0;0;0;0;0
culpa;1;0;1;0;0;0;0;0
inocente;0;0;0;0;0;0;0;0
amable;0;0;0;0;0;0;0;0
blanco;0;0;0;0;0;0;0;0
cobija;0;0;0;0;0;0;0;1
blasfemo;1;0;1;0;0;0;0;0
blasfemia;1;0;0;0;0;0;0;0
explosión;1;0;0;1;0;0;1;0
evidente;1;0;1;0;0;0;0;0
decir tonterías;0;0;0;0;0;0;0;0
resplandor;1;0;0;0;0;0;0;0
flameante;0;0;0;0;0;0;0;0
blanqueador;0;0;0;0;0;0;0;0
desolado;0;0;0;0;0;1;0;0
sangría;0;0;1;1;0;1;0;0
defecto;1;0;1;1;0;1;0;0
mezcla;0;0;0;0;0;0;0;0
mezcla;0;0;0;0;0;0;0;0
bendecir;0;1;0;0;1;0;0;1
bendito;0;0;0;0;1;0;0;0
bendición;0;1;0;0;1;0;0;1
bendiciones;0;1;0;0;1;0;1;1
plaga;0;0;1;1;0;1;0;0
arruinado;0;0;1;0;0;1;0;0
ciego;0;0;0;0;0;0;0;0
cegado;0;0;0;0;0;0;0;0
venda;0;1;0;1;0;0;1;0
con los ojos vendados;0;0;0;0;0;0;0;0
a ciegas;0;0;0;0;0;1;0;0
ceguera;0;0;0;0;0;1;0;0
parpadeo;0;0;0;0;0;0;0;0
felicidad;0;0;0;0;1;0;0;0
feliz;0;0;0;0;1;0;0;0
ampolla;0;0;1;0;0;0;0;0
bombardeo aéreo;0;0;0;0;0;0;1;0
tormenta de nieve;0;0;0;0;0;0;0;0
hinchado;0;0;1;0;0;0;0;0
gota;0;0;1;1;0;0;0;0
bloquear;0;0;0;0;0;0;0;0
bloqueo;1;0;0;1;0;1;0;0
NO TRANSLATION;0;0;0;0;0;0;0;0
sangre;0;0;0;0;0;0;0;0
sabueso;0;0;0;0;0;0;0;0
incruento;0;0;0;0;0;0;0;0
matanza;1;0;1;1;0;1;1;0
sanguinario;1;0;1;1;0;0;0;0
